"","title","artist","year","lyrics","id"
"71","Wide Winged Bird VI","Big Thief",2018,"[Avant-Garde Effects]

[Static Voice]
You see just through - just through the frame of a - a hill and you can see the sky behind it and this hard, this stark line and the - the image you see horses, four horses, or three horses, starting to come up over the hill, and um, and it's magic, slow motion, and um cinematic, and I am riding one of the horse-

[Avant-Garde Effects]

[Verse 1: Sample of Folk Singing]
I will buy it (I will buy it)
Just to try it (just to try it)
I will buy it (I will buy it)
Just to try, it (it)
I will buy it (I will buy it)
Woo, just to try it (just to try it)
I will buy it just to try it

[Verse 2: Sample of Folk Singing]
I ain't got money (I ain't got money)
Ain't got money (I ain't got money)
No sir honey (no sir honey)
I ain't got none (I ain't got none)
But I will buy it (I will buy it)
Just to try it (Just try it)
I will buy it just to try it
[Avant-Garde Effects]

I'm getting to (Don't go too far out there)
Come on, Gina, don't

[Avant-Garde Effects]

Yeah totally

[Sample of Band]
Totally, totally, totally, totally
Totally, totally, totally
You're totally perfect, uh, yeah
You're totally perfect, hey, ah
Totally, totally, totally, totally
Totally, totally, totally, totally
'Cause you're totally perfеct
You're totally perfect, ah

Totally, totally, totally, totally
Totally, totally, totally, totally
You'rе totally [?]
You're totally [?]",6976408
"72","Wide Winged Bird VIII","Big Thief",2018,"[Avant-Garde Effects]

[Verse: Mary Remington]
Oh baby, there's a storm and it's going through
The eye of the wind and the cloud removed
And it's south bound
And it's taking me to

[Avant-Garde Effects]",6976479
"73","12000 Lines","Big Thief",2022,"[Verse 1]
Crossed twelve-thousand lines looking for your face
Only to find not a trace
Even the memory of your mouth tries to disappear
Little lights turn into spheres
Blue mountain in the rearview

[Chorus]
Some nights, barely breathing at all
Waiting for my woman to call

[Verse 2]
Cross twelve letters down, found the longest word
This morning, I'd heard
Somebody said they saw you 'round 1st and 23rd
Blue feathers in your hairdo

[Chorus]
Some nights, barely breathing at all
Waiting for my woman to call
Maple cherry leaves start to fall
Waiting for my woman to call
[Verse 3]
Sweet honey, stirring in my tea
You'rе stirring me
Forgiveness, all thе money in the world
Won't buy it

[Chorus]
Some nights, barely breathing at all
Waiting for my woman to call",7006924
"74","Dried Roses","Big Thief",2022,"Leave the bed unmade
Draw the light green shade
Start the microwave
Dried roses

Cradle, yeah, she does
Lights the fire because
Window frost
Heat loss
Dried roses

Steep the black coffee
Set the plates, pour the tea
Three for her, three for me
Dried roses

Sleepily, she walks
Gradually, she talks
With the geese, she flocks
Dried roses
Afternoon, midnight
Morning's what she likes
Fly thе broom, see the moon
Dried roses

Hеre I go, there I am
All alone in the pan
In the silence again
Dried roses

Half-dead, half-awake
Make a pie, bake a cake
Which road will you take?
Dried roses

Goodness her, goodness me
Goodness eternity
Out you go, in you be
Dried roses

So leave the bed unmade
Draw the light green shade
Start the microwave
Dried roses
Dried roses",7007016
"75","Black Diamonds Live at The Bunker Studio","Big Thief",2021,"So much coming in
I do not know where to begin
I just follow the lead you're pulling
And I get lost in your trail
So much more to tell
You just ask me if I'm doing well
But I do not know what the hell
I just swallow hard

In your eyes
Black diamonds
I could die
Black diamonds
In your eyes
Black diamonds
I could die
Black diamonds
And I wake up in a cold sweat on your ceiling
Terrified of what your love's revealing

So much you can see
Should I let you make a woman of me?
Should I let you take the mystery from me?
See the inside of my room at night?
Sometimes you will find
Things I do not know how to leave behind
I've been grappling with my mind
I've been stuck inside a jail
In your eyes
Black diamonds
I could die
Black diamonds
In your eyes
Black diamonds
I could die
Black diamonds
And I wake up in a cold sweat on your ceiling
Terrified of what your love's revealing

The cold of winter warms my blood and he's hot
Like a bed of steel
He finds his peace of mind
In the rivers and the whip-poor-wills
I could follow close behind
And slowly disappear
But I could never leave him
I could never leave him
I could never leave him
I could never leave him
I could never leave him
I could never leave him
*Screams* (I could never leave him)

In his eyes
Black diamonds
I could die
Black diamonds
And I wake up in a cold sweat on your ceiling
Terrified of what his love's revealing
So much more to do
Come on, let me make a man outta you
I could gather you and you tell the truth
You could cry inside my arms
You could cry (inside my arms)
You could cry
You could cry inside my arms like a baby
You could cry inside my arms like a child
You could cry
You could cry
You can cry
Like a baby
You can cry
You can cry
You can cry
You can cry
You can cry
(Cry)
(Cry)
(Cry)

You can cry
You can cry
You can cry
You can cry
Cry
You!
White diamonds
White diamonds
White diamonds
White diamonds
Black diamonds
Like a baby
Like a child
Like a tiny little fragile thing
Like a tiny little decadent fragile thing in my arms
Like a child in my arms
Like a baby in my arms
In my arms
In my arms

Woo!
(Morsica[?])
(Grant what's next?)",7008876
"76","Simulation Swarm","Big Thief",2022,"[Verse 1]
I tried to tell you
I didn't know how to stay
You believe she can see through
Cutting at the silent clay
A relief, beckon deep blue
Fettered in the magnet sun
Eat the gun as it feeds you
Spitting up the oxygen
Once again
Once again

[Verse 2]
Once again, empty horses
Gallop through the violet door
Follow red, crooked courses
Shadows on the moonlit floor
Oh, my stars, winged creatures
Gathering in silken height
Like the last human teachers
[Verse 3]
Once again, wе must bleed new
Even as the hours shakе
Crystal blood like a dream true
A ripple in the wound and wake
You believe, I believe too
That you are the river of light
Who I love, that I cling to
In the belly of the empty night

[Chorus]
From the thirty-first floor of the simulation swarm
With the drone of fluorescence
Flicker, fever, fill the form
With a warm gush, now I wanna touch
Like we never could before
I'd fly to you tomorrow, I'm not fighting in this war
I wanna drop my arms and take your arms
And walk you to the shore

[Verse 4]
I remember building an energy shield
In your room, like a temple
Swallows in the windless field
Very thin, with your mother
Tall as a pale green tree
Very wild, bright as winter
Rising with a prism key
And a child to deliver
Taken with the blood and vine
The first little angel
[Verse 5]
Little Andy, soft in your newborn skin
Only one, little Andy, will you return again?
I believe we can renew
And you could be my brother
Once again, fall asleep with our backs against each other
You believe, I believe too
That you are the river of light who I love
That I sing to in the belly of the empty night

[Chorus]
From the thirty-first floor of the simulation swarm
With the drone of fluorescence
Flicker, fever, fill the form
With a warm gush, now I wanna touch
Like we never could before
I'd fly to you tomorrow, I'm not fighting in this war
I wanna drop my arms and take your arms
And walk you to the shore
I'd fly to you tomorrow, I'm not fighting in this war
I wanna drop my arms and take your arms",7009022
"77","The Only Place","Big Thief",2022,"[Verse 1]
What if all the worlds in space
Would melt into one single place
And intertwine the human race
With other kinds?
The atom is an empty vase
A vehicle to know embrace
The way you feel, the way you taste
It multiplies

[Pre-Chorus]
So much to share
So much to share

[Chorus]
When all material scatters
And ashes amplify
The only place that matters
Is by your side

[Verse 2]
What if all the time between
The words we say and what we mean
Would roll as softly as a stream
That we could ride?
We'd ride the bend from source to mouth
I want a friend from north to south
To build that question as a house
Where we'd reside
[Pre-Chorus]
So much to share
So much to share

[Chorus]
When all material scatters
And ashes amplify
The only place that matters
Is by your side

[Break]

[Chorus]
When all material scatters
And ashes amplify
The only place that matters
Is by your side",7009068
"78","Iris Daytrotter Session","Big Thief",2016,"[Verse 1]
We jumped straight into
The iris of the lake
You threw your arms around my neck, you knew
My heart was yours
My heart was yours

[Verse 2]
Stay up late into
The iris of the day
You said just one more cigarette, you knew
My heart was yours
My heart was yours

[Verse 3]
Man you change, you grew
You grew another face
You chewed my flesh and spit the taste, you knew
My heart was yours
My heart was yours",7010165
"79","Oldest","Big Thief",2021,"[Verse 1]
Lotus flower bloom
Suck the poison from my eye
The point is so heavy
It always takes a while
To set in

[Chorus]
Wall fly
Apple of the oldest eye
I try to believe you
Try to remember

[Verse 2]
Milky spore
I can hear her swinging door
The rain pours so heavy
The car is packed and warm
To get in

[Chorus]
Wall fly
Apple of the oldest eye
I try to receive you
Try to remember",7010444
"80","Happiness","Big Thief",2021,"[Verse 1]
Pull over
Look at mercury
Just believing
In silence
With your mother
Like a true beginner

[Refrain]
Happiness

[Verse 2]
The silver
The gradual decay
Disillusion
Of yourself
Such a lonely winner

[Refrain]
Happiness
Happiness
[Verse 3]
Look over
Fluorescent snow
The gasoline
Coffee
Look at you, big enough

[Refrain]
For happiness
Happiness
Happiness

[Verse 4]
The paint chips
The frame rusts
The wind slips
The clutch burns
Grapes
Mississippi river

[Refrain]
Happiness
Happiness
Happiness",7010485
"81","Bruiser","Big Thief",2021,"[Verse 1]
I am the bruiser wearing a guise
See the confusion deep in my eyes
Learn to separate, annotate, celebrate
To alleviate the child that cries

[Chorus]
Lie, angel lie
Part of us needs to die
Why am I leaving you now? Goodbye
Why do you I love you?

[Verse 2]
Gone is everyone, everything everything is gone
Wrong is everyone, everyone is wrong
I like wrestling with thе thing I am
Also, outside the ring, jeering as a fan

[Chorus]
Lie, angеl lie
Part of us needs to die
Why am I leaving you now? Goodbye
Why do I love you?
[Verse 3]
Afternoon is out and the high is out and you shut me out
I don't want to think about the part of you that is me too
House of memory [?] my mind
Give back the rest of me, let me be blind

[Chorus]
Lie, angel lie
Part of us needs to die
Why am I leaving you now? Goodbye
Why do I love you?",7010538
"82","Time Escaping","Big Thief",2021,"[Intro]
Cool
One, two, one, two, three, four

[Verse 1]
Electric waves, a rush of energy
Silent river pouring backward eternally
Through the phase and touch of entropy
Old age in the beginner
To hit the stage and blush wild, laughingly
Crush the rage and rush time tappingly
Call the name so much so vapidly
Dissolving into thin air
Turning the two-fork taped-up television
Into tunnel vision
Taking the new fork tactile as revision
Working the revision

[Chorus]
Time escaping
Time escaping
[Verse 2]
There is no reason to go down alonе
Through distortion's secret telеphone
Separate contact separate
Poison in the ether
Swinging still incessant pendulum
Lavender, nettle, calendula
Separate, contact, concentrate
Drawing out the fever

[Chorus]
Time escaping
Time escaping

[Break]
Ether
Time
It's music
It's music, Oso

[Verse 3]
Only the winter wind survives
After the heat rush feeds and thrives
After the bushfire burns and dies
Frozen and bitter
Desert ground so cold and clean
Spreading out like a magazine
Reading the dirt like gossip
What do the weeds say? They say
""""Everything, everything, everything falls through
Each dimension breaks in two
Like the two hands clapping
Like the two wings flapping
Everything, everything, everything for free
As it all eventually
Turns to dust and petal
Molten rock and meadow""""
[Chorus]
Time escaping
Time escaping",7010591
"83","Not Live at The Bunker Studio","Big Thief",2021,"(It's gone live)
(One)

[Verse 1]
It's not the energy reeling
Nor the lines in your face
Nor the clouds on the ceiling
Nor the clouds in space
It's not the phone on the table
Nor the bed in the earth
Nor the bed in the stable
Nor your stable words
It's not the formless being
Nor the cry in the air
Nor the girl I'm seeing
With her long black hair
It's not the open weaving
Nor the furnace glow
Nor the blood of you bleeding
As you try to let go
[Chorus]
It's not the room
Not beginning
Not the crowd
Not winning
Not the planet
Not spinning
Not a ruse
Not heat
Not the fire lapping up the creek
Not food
Not to eat

[Verse 2]
Not the meat of your thigh
Nor your spine tattoo
Nor your shimmery eye
Nor the wet of the dew
It's not the warm illusion
Nor the crack in the plate
Nor the breath of confusion
Nor the starkness of slate

[Chorus]
It's not the room
Not beginning
Not the crowd
Not winning
Not the planet
Not spinning
Not a ruse
Not heat
Not the fire lapping up the creek
Not food
Not to eat
[Verse 3]
Not what you really wanted
Nor the mess in your purse
Nor the bed that is haunted
With the blanket of thirst
It's not the hunger revealing
Nor the ricochet in the cave
Nor the hand that is healing
Nor the nameless grave

[Chorus]
It's not the room
Not beginning
Not the crowd
Not winning
Not the planet
Not spinning
Not a ruse
Not heat
Not the fire lapping up the creek
Not food
Not to eat
Not to die
Not dying
Not to laugh
Not lying
Not the vacant wilderness vying
Not the room
Not beginning
Not the crowd
Not winning
Not the planet
Not spinning
[Outro]
(Woo)
Wow, that was fun, I had a wild headphone mix for that track
(Yeah, it was so loud)
Very [?]
And then I just turned the drums up, and then all I had was like, just piercing drums
(Yeah me too)
Would you mind sticking it know where it was?
Oh shall we do it one more time?
Oh
Or are we good?",7013733
"84","Forgotten Eyes Live at The Bunker Studio","Big Thief",2021,"[Verse 1]
Forgotten eyes are the ones which we lose
Forgotten hands are the ones which we choose
To let go of, but it is no less a bruise
On the collective arm keeping us high and gone
Forgotten dance is the one left at birth
Forgotten plants in the fossils of earth
And they've long passed but they are no less the dirt
Of the common soil keeping us dry and warm

[Chorus]
The wound has no direction
Everybody needs a home and desеrves protection, mm-hmm

[Verse 2]
Hollow-eyеd on Eddie Street, no sirens to hear
Just trash and soiled needles clawing the veneer
And no crying but it is no less a tear
On the common cheek with which we smile
Hollow-eyed on Eddie, is it they or is it I?
Is it me who is more hollow as I'm quickly passing by?
And the poison is killing them, but then so am I
As I turn away
[Chorus]
The wound has no direction
Everybody needs a home and deserves protection, mm-hmm

[Outro]
Forgotten tongue is the language of love
Forgotten tongue is the language of love
Forgotten tongue is the language of love
Forgotten tongue

[Studio chatter]
Wow
One hundred percent
That was just so eh?
Yeah, I loved it
It was a ballad",7013824
"85","Terminal Paradise Live at The Bunker Studio","Big Thief",2021,"[Verse 1]
Warm
So warm
Screaming in the field
As I was born
Worm
Will you return me
To the robin's beak?
I'll be a bird

[Chorus]
Terminal
We both know
Let me rest
Let me go
See my death become a trail
And the trail leads to a flower
I will blossom in your sail
Every dream and waking hour

[Verse 2]
Woman
Woman
Hold me in your heat
'Til I re--- don't let me
'Til I re--- don't let me
I remember
[Chorus]
Terminal
We both know
Let me rest, let me go
See my death bеcome a trail
And the trail leads to a flowеr
I will blossom in your sail
Every dream and waking hour

[Studio chatter]
Swagger
Alright
That's a wrap!",7013838
"86","Cattails Live at The Bunker Studio","Big Thief",2021,"[Studio Chatter]
Maybe I should make it more dead like
I kinda like it
I liked it before, like, how clear it is
Maybe a little more dead
Yeah, that's nice

[Verse 1]
Caroline, Caroline
I never could leave you to struggle
Hold the line, hold the line
I’ll be there on the double
In time, in time
Everyone does see trouble

[Chorus]
And you don’t need to know why when you cry
You don’t need to know why
You don’t need to know why when you cry

[Verse 2]
Violet’s eyes, Violet plays
Going back home to the Great Lakes
Where the cattail sways
With a lonesome loon
You'll riding that train in late June
[Chorus]
With the windows wide by your side
With the windows wide
With the windows wide by your side

[Verse 3]
And the clusters fell like an empty bell
Meteor shower at the motel
Where the empty space is a saving grace
Making good time and doing well
But still the question sings like Saturn’s rings
Maybe she knows and she won’t tell

[Chorus]
But you don’t need to know why when you cry
You don’t need to know why
You don’t need to know why when you cry

[Verse 4]
And I find you there in your country flair
Middle of the river in a lawn chair
With your wrinkled hands and your silver hair
Leaving me soon and you know where
To where the cattail sways with the lonesome loon
You’ll be riding that train in late June
[Chorus]
With the windows wide by your side
With the windows wide
With the windows wide by your side
And you don’t need to know why
You don’t need to know why when you cry

[Studio Chatter]
Cool
I liked it- I wish it stayed dry at the end
That yeah
I felt like that would have been the
Like the show yesterday, you told me you liked that one, so I threw it onto the",7013905
"87","Shoulders Live at The Bunker Studio","Big Thief",2021,"[Verse 1]
Please wake up
Please wake up
Touch my skin and tell me where you've been
You brought me in
You brought me in
So touch my skin and tell me where you've been
You showed me how
To keep myself from burning out

[Chorus]
They found you in the morning
The blood was on your shoulders
They found you at the corner
Your head was doubled over
And the blood of the man
Who killed my mother with his hands
Is in me, it's in me, in my veins

[Verse 2]
Please wake up
Please wake up
Touch my skin and tell me where you've been
You brought me in
My best friend
So touch my skin and tell me where you've been
You showed me how
To hold my sin
And kiss the bad ways I have been
[Chorus]
They found you in the morning
The blood was on your shoulders
They found you at the corner
Your head was doubled over
And the blood of the man
Who's killing our mother with his hands
Is in me, it's in me, in my veins
It's in me, it's in me, in my veins

[Studio Chatter]
One hundred percent I think I liked that one better
I liked that one better
Yeah, it's a better take
Take two was better
Take two was shortest
Take t---
Yeah
That take?
Take that take",7013938
"88","Heavy Bend","Big Thief",2022,"[Intro]
Yeah

[Verse 1]
Came to light on a very hot day
The grass was sweating
You were sleeping in
With the window open
The blanket breathing
Cigarette on a golden ashtray
Your golden hair lay
In the swollen sunray
The withered roses hanging in the doorway

[Chorus]
Don't wanna be right
Don't wanna be let down
Don't wanna fight
Don't wanna pretend
Formless secret
Heavy bend
Heavy bend
[Verse 2]
Second sight and the clouds above you
As the wilderness grew thickеr and the crow flew
Tossing and turning, your forehеad burning

[Chorus]
Don't wanna be right
Don't wanna be let down
Don't wanna fight
Don't wanna defend
Formless secret
Heavy bend
From the empty height
Flies on the ceiling now
I wanna hold you tight
Don't wanna pretend
Formless secret
Heavy bend
Heavy bend
Heavy bend",7050908
"89","Little Things","Big Thief",2021,"[Chorus]
The little things I like about you
How you say when you say what you do
When your feeling is a little gold and blue
When your feeling is a little strung out
Everything we talk about
Living in the city is a crowded place
I still lose sight of every other face

[Verse 1]
Turn in your direction
Feeling like I need attention
I told you this once or twice
Won't you hear?
I see you in the yard drinking a beer
Leaving me undressed
Like some cheap classic movie
Maybe I'm a little obsessed
Maybe you do use me

[Refrain]
One step behind you
Following you down
I was inside of you
Kissing your mouth
You were inside of me
Kissing my mouth
Seeing out that needle eye
Seeing out that needle eye
Seeing out that needle eye
[Instrumental Break]

[Chorus]
The little things I like about you
How you say when you say what you do
When your feeling is a little gold and blue
When your feeling is a little strung out
Everything we talk about
New York City is a crowded place
I still lose sight of every other face

[Refrain]
One step behind you
Following you down
I was inside of you
Where are you now?
Where are you now? (Ah)

[Outro]
Ah, oh
The things I love
The things, the things I like
Will you stay?
Will you feel?
You'll feel
Oh-oh, ooh",7092001
"90","Once a Buncha Times","Big Thief",2021,"[Verse 1]
Once a buncha times I took it too hard
Everything you told me I took it apart
I pulled you in and pushed you out right from the start
I was leaving before I'd arrived

[Verse 2]
Eyes are magnetic, that moldavite flame
Stopping the traffic, all six lanes
You're callin' me baby, barely sayin' my name
I was leaving before I'd arrived

[Chorus]
Half a margarita, have a little dance
Let's fine dine the demons and give peace a chance

[Verse 3]
On a Tuesday in August, I was holdin' your hand
By Wednesday in August, I was playin' with my band
Then Thursday in August, I was makin' a plan
Thеn I shut like a shuttered Friday
[Verse 4]
Your lips arе electric like lightning and rain
Your tastes are eclectic, multigrain
You pull on my shoestrings and you open my brain
But I was leaving before I'd arrived

[Chorus]
Half a margarita, have a little dance
Let's fine dine the demons and give peace a chance

[Verse 5]
We could talk for hours, I could buy you flowers
We could switch off in the movies, we could switch off in showers
We can turn it up (up), turn it down (down), watch Austin Powers
But I was leaving before I'd arrived

[Verse 6]
I'm fairly good at takin' a small thing and blowin' it up real big
I couldn't fit it in my wallet, I couldn't fit it in my rig
I can twist it in, twist it out, can really dig
About leavin' before I'd arrived

[Chorus]
Half a margarita, have a little dance
Let's fine dine the demons and give peace a chance
[Verse 7]
You believe in me some, you believe in me a lot
You see all the good things I seem to've forgot
You can cheer me up and calm me down, you know the spot
You say """"Honey won't you stay a little while?""""

[Verse 8]
You can make me smile just by lookin' around
You take me to the invisible lost and found
Where I can find a sweater or an old love letter
About leaving before I'd arrived

[Verse 9]
We can flapjack a nickel, pancake a dime
Waffle a tickle, french toast wine
We can take in bacon, sunshine
Tee off with a coffee and a tan

[Chorus]
Half a margarita, have a little dance
Let's fine dine the demons and give peace a chance
Half a margarita, have a little dance
Let's fine dine the demons and give peace a chance
I say lets fine dine the demons and save all the ants",7135742
"91","Certainty","Big Thief",2021,"[Verse 1]
Name on the line, last request
Pull the car over to find some rest
Saying """"I love you""""
Need to lie here, need to leave
Living in the debt of make-believe
Saying I owe you
Crooked as a crow gnawing on dawn
Shadow from the grass in the dirt on the lawn
Why do I string you along?

[Chorus]
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plain
In the future

[Verse 2]
Sit on the phone, watch TV
Romance, action, mystery
Wanted to show you
Sine wave is a particle ride
Bring your light out, then in on the tide
Maybe I love you
Maybe I love you is a river so high
Maybe I love you is a river so low
I love you, still don't know
[Chorus]
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plane
In the future

[Instrumental Break]

[Chorus]
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plain
In the future",7135752
"92","Dragon New Warm Mountain I Believe in You","Big Thief",2022,"[Verse 1]
It's a little bit magic
Like a river of morning geese
In the new warm mountain
Where the stone face forms and speaks

[Pre-Chorus]
I believe in you
Even when you need to
Recoil

[Verse 2]
When the topsoil
Is kicking up into the storm
And the dust goes dancing
And a billion planets are born

[Pre-Chorus]
I believe in you
Even when you need to
Recoil
[Chorus]
Just like that
The moon goes flat
Big lights in the city shine
Crying out
Take me to the limits of your love

[Break]

[Verse 3]
There's a dragon in thе phone line
Coughing up a mighty flame
With a tonguе of silver, silver
Calling out my oldest name

[Pre-Chorus]
She says, """"Hey, you
Do you remember me too?""""
We were coiling

[Outro]
It's a little bit magic
Magic
A little bit magic
Magic",7135756
"93","Red Moon","Big Thief",2022,"[Verse 1]
Red moon rising like a fire in me
So many questions, she asks them all to me
I have to answer most curiously
Scarlet angel, I am too small to see
Earn, earn, shuffle 'round the big city
Burning the rubber down, crossing the hot concrete
I'm gonna leave town, there is someone to meet
She turns her head around a full three-sixty
Woo

[Verse 2]
Bedroom rising from an old growth tree
Bringing out the sawmill, cutting the twelve-inch beams
Building a pattern, the reservoir to fill with dreams
Rings like Saturn telling their old story
Windmills turn and turn eternally
What do you yearn for? Where do you long to be?
I've been here before, looking at the wild country
Open the screen door, talking with Diane Lee
That's my grandma
[Verse 3]
Radio singing from the corner of the kitchen
I got the oven on, I got the onions wishing
They hadn't made me cry, filling the sink with dishes
Letting them air dry, waiting for the wind's permission
Too many movies got me shivering and shy
Turning the lights out, glistening in the owl's eye
Glimmer like lightning under the violet sky
Shimmer like diamonds, watching the red moon rise
Ooh",7190828
"94","Geese","Big Thief",2021,"The last time
The last time we were here I was two
I watched you reappear from the scarlet sky
The wild geese were returning
Falling embers from the burning April sun

How this place has changed, like my voice
The wildflowers drink the rain, they have no choice
All their faces getting wet
They just sway so slow and let the water wash them
Now your eyеs too, fill with water
As your face turns to your daughter, dull and grеy
What's a valley gonna say as her trees are stripped away without warning

The last time we were here the wind was colder
Snow rose to my ear, and to your shoulder
I took a crooked photograph
Froze the second of your laughter, rosy cheeks
Now the months turn into weeks
As the violet crystal shrinks, you may not meet her
What's the winter gonna do
As her ice runs hot and blue",7202871
"95","Flower of Blood","Big Thief",2022,"[Verse 1]
Give me some time on Earth to know you
Help me unearth the map and show you
Thinking of her, thinking of him, want to?
When you touch me

[Verse 2]
Mirror in the sky
Making me cry again
Roll up the sheets, suddenly frozen
Like a knife carving through my thick skin
When you touch me
When you touch me

[Verse 3]
Hearing you sigh soft and heavy
Holding mine 'til you feel ready
Flower of blood bloom on my tongue, steady
When you touch me
When you touch me
[Bridge]
Flower of blood
Flower of blood bloom on my tongue

[Verse 4]
When you find the lonely tower
Climb inside the darkеst room
Feel afraid, surrender your power
Whеn you touch me
When you touch me
When you touch me

[Outro]
Feel afraid, surrender your power",7204698
"96","Blurred View","Big Thief",2022,"I am the magazine
The blue screen
The big hand moving past the last thing
I turn for you, turn for you
Turn for you, turn for you

I am the private room
The quiet croon
The grey eye blinking on the new moon
I burn for you, burn for you
Burn for you, burn for you

Within the last kiss
I am the genesis
While the earth rolls, bleeding from its axis
Return to you, turn to you
Turn to you, turn to you

I am the water rise
The waterfall
Filling up your eyes and when you give the call
I run for you, run for you
Run for you, run for you
Run for you, run for you
Run for you
I am the sweaty sheets
The wet bed
The things she'll do and the things she said
I'll come for you, come for you
Come for you, come for you

I am the right brain
The paper crane
The bright gold moving past the night train
A blurred view, blurred view
Blurred view, blurred view

I am the new disease
I am the new disease
The light breeze
The yellow stars glowing through the white trees
I pine for you, pine for you
Shine for you, pine for you

I am the teeth sharp
The lips read
What is unfeared and what is unfed
I'll feed for you, feed for you
Feed for you, feed for you

One step closer and I'm real
Tell me everything you feel
And I will sing for you, sing for you
Sing for you, sing for you
Sing for you
One step closer and I'm real
Tell me everything you feel
One step closer and I'm real
Tell me everything you feel
And I will sing for you, sing for you
Sing for you, sing for you
Sing for you",7217473
"97","Wake Me Up to Drive","Big Thief",2022,"[Verse 1]
Exit on a whim
Hopefully, we find it again
I'm tired of turning back
Let's keep on moving down the track
And if the horse lies down
There's a push just a mile uptown
If the horse lies down

[Chorus]
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride

[Verse 2]
Hand upon my skin
Warm me up and calm me down
I like to watch your chin
Tracing the familiar sound
Of a famous song
Put one on, let's sing along
To the famous song
[Chorus]
Wake me up to drive, wakе me up to drive
Even if I'm tirеd, I don't wanna miss a ride
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride

[Verse 3]
Vacancies, none
The same ideas from everyone
We never plan ahead
We take the gamble on instead
And if they turn us down
Find a warm bed in the next town
If they turn us down

[Chorus]
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride
Wake me up to drive, wake me up to drive
Even if I'm tired, I don't wanna miss a ride",7230958
"98","Promise Is a Pendulum","Big Thief",2022,"[Verse 1]
I could never build the ether or the grass overgrown
I could never build the river with a mouth full of foam
I could never build the winter with her cold tears of glitter
I've been listening to the red oak and the acorn she cries
Been listening to the white birch and the paper she dries
I've been listening to the frogs joke, listening to the fire smoke

[Chorus]
I can never tеll you now what I had often said before
Bеcause promise is a pendulum just swinging at the door
And I'm not saying I'm not jealous or scared anymore
I'm just saying

[Verse 2]
I could never build a rainbow or any kind of flower
I could never make a sparrow or a meteor shower
I could never build an earthworm, never make the earth turn
I've been listening to the laughing of the fox down the trail
I've been clasping to the listening of the moss to the snail
Ooh
The shimmer of the beech leaves as the wind does a big sneeze
[Chorus]
I could never tell you now what I had often said before
Because promise is a pendulum just swinging at the door
And I'm not saying I'm not jealous or scared anymore
I'm just saying

[Verse 3]
I could never build the shadow between your cheek and your eye
I could never make a freckle or the warm breath you sigh
The canopy of lashes with the softness of ashes
I've been listening to the memory, the way that it was
Listening to the echo of whys and because
Listening to the echo telling me to let go

[Chorus]
I could never tell you now what I had often said before
Because promise is a pendulum just hanging at the door
And I'm not saying I'm not jealous or scared anymore
I'm just saying
Saying",7237325
"99","Shadow Too","Big Thief",2021,"[Chorus]
The light in you
Keeps pulling straight through
In the shadow too
In the shadow

[Verse 1]
Dearest friend, naked as a lake
In the shroud of winter blossom
In the crowd, my memory flashes
Flashes, flashes

[Chorus]
The light in you
Keeps pulling straight through
In the shadow too
In the shadow

[Verse 2]
In the end, there's nothing we can do
To contain a single blossom
Or explain the way she passes
Passes, passes
[Chorus]
The light in you
Keeps pulling straight through
In the shadow too
In the shadow

The light in me
Keeps pulling straight through
In the shadow too
In the shadow",7249824
"100","Hear It","Big Thief",2021,"Cell phone says your name
But I don't even hear it ring
The July in winter and September spring
Where way up north is the warmer weather

So together we take the call
And we hold the line through the static sprawl
Though the distances traveled are expanding still
We meet in dreams by the lilac river

Oh, giver of empathy
It is a gift so bitter that you brought to me
'Cause I feel what he's feeling and I know that he's free
And the freedom he takes is the earthly burden

Please deliver his angel eyes
On the wings of moths and dragonflies
Through the morning and evening his sun set my sunrise
Let them come to me like the breath I'm taking",7260396
"101","Cactus Practice","Big Thief",2021,"[Verse 1]
Lying awake in a dreaming state
Riding on a holiday ride
Getting sidetracked, turn on my back
Heavy with the gravity glide
And I'm nobody's boy
Just your wet clothes hanging on the line

[Verse 2]
Red tail, look at her sail
Going for the money on the moon
She goes high up, her beak is stuck
La-da-da-da listen to her tune
Now she's nobody's bird
Just a red grape hanging on the vine

[Verse 3]
Cactus, practice
Everyday awake at 5:03
Greeting the hot sun of a gun
Condo in a succulent city
Wearing nobody's pants
Just a sharp suit busy with the ants
[whistling]

[Verse 4]
The white snow, look at her flow
Riding on the wind to meet thе roof
It's a long way from heaven to hay
Falling on the hill to makе a poof
And on everybody's mind
Is wrapped a blanket of another kind

[Verse 5]
Time, time, where's the time?
Have another glass of purple tea
If it's okay, I'd like to stay
Even though you recently met me
Hell, I'm not even here
I'm just a bubble floating in your beer (fear)

[whistling]",7327428
